onset_seconds,speaker_id,text
2631.0,2,"E aí você é um critério agora vai da nossa estratégia, vocês é que vão pensar aí, né? Qual que seria o melhor discurso aí para vocês, né? Até porque veja assim. Não dá para imaginar, né? Que esses Veículos Elétricos vão crescer tanto assim, né? Então não vai ser lá grande coisa o [LOCATION_A] comparado com [LOCATION_B]. Mas depois vocês pensam na hora de vocês usarem isso daí, você ficou muito baixinho. Quem sabe você pega [LOCATION_B], [UNRESOLVED_ENTITY]."
2662.0,2,"[UNRESOLVED_ENTITY] [UNRESOLVED_ENTITY] sabe como pode pode escolher uma coisa desse tipo, né?"
2671.0,4,"Beleza então na verdade o que eu acabei fazendo aqui que tá aí na tela já é o tamanho. Né? Porque eu acabei já fatiando aí pela parcela. Que os veículos elétricos iam abocanhar do do combustível fóssil? Que aqui bom aqui na esquerda tem o tanto de combustível, né vendido por ano. E aí eu já coloquei mais ou menos o consumo médio de cada um."
2703.0,2,"Esse é o último ano, né do vamos de 2023."
2705.0,4,"Eu não lembro tinha 23 ou 24, mas assim agora. E aí aqui eu já coloquei o consumo mais ou menos do veículo elétrico leve pesado e a parcela de veículos elétricos em relação à Frota total do [LOCATION_A]. E aí eu já cortei aqui, né. Que 0,17 de leves e isso aqui até 001 de pesados, foi bem. [UNRESOLVED_ENTITY] é até menos para falar a verdade isso aqui vai ser daqui um tempo."
2740.0,4,"E aí já cortei então para o [UNRESOLVED_ENTITY], né? E aí o som a gente corta para [UNRESOLVED_ENTITY]"
2745.0,3,Eu acho que não tem nem tio [UNRESOLVED_ENTITY] para
2747.0,4,de [LOCATION_B].
2749.0,2,"É veja o que tá faltando aqui, você pegou assim, vamos dizer 2024."
2754.0,4,e
2755.0,2,Agora Quanto que vai ser 2025 26 27 28?
2761.0,4,"eu fiz uma previsão aqui tem esses gráficos aqui também pequenininho, mas eu basicamente usei o chat [UNRESOLVED_ENTITY] para fazer essa curva eu não usei curva S foi mais usando os dados anteriores da"
2776.0,2,"Não, mas primeiro comece com o"
2776.0,4,Então na verdade eu olhei a
2777.0,2,crescimento do combustível. Como é que você projetou ele? Ah você projetou o primeiro número
2785.0,4,"tendência de número de veículos, né? Mas tem de combustível."
2791.0,2,de veículos?
2793.0,4,"isso exatamente pessoal é bom de combustível é isso aqui é meio não tem uma tendência crescente porque E o elétrico não tá entrando aqui, né? Eu teria que de alguma forma fazer tipo."
2808.0,2,Esse [UNRESOLVED_ENTITY] que você consiga. Qual que é a fonte?
2813.0,4,é
2815.0,2,"[UNRESOLVED_ENTITY] esse gráfico lá e diz ó a [UNRESOLVED_ENTITY] não tá prevendo um crescimento muito grande de combustível no [LOCATION_A], né? Isso é quantos anos para frente que não tá vendo ele deve ser uns 10 anos, né?"
2827.0,4,Não aqui é nos últimos 10 anos
2829.0,2,nos últimos
2830.0,4,"esse gráfico lá para frente. Eles não dão previsão assim, teria que fazer uma curva, mas olhando o gráfico dos últimos 10 anos dá para ver que é meio estável assim, né?"
2840.0,2,"Crescer um pouquinho, né? Se você pegar ali o primeiro ano e o ano"
2845.0,4,Mas é bem bem pouco.
2846.0,2,vamos cresceu um e-mail por cento ao ano.
2850.0,4,parecido provavelmente
2851.0,2,"Provavelmente ele deve ter crescido entre o PIB ou um pouquinho menos que o PIB sabe depois se podia até fazer essa curva sabe pega o PIB nesse período. Coloca a taxa de crescimento e coloca a taxa de crescimento desse mercado Total nesse período. Daí o que que você faz para os próximos 10 anos, você pode pegar a mesma taxa de crescimento dos últimos 10 anos e aplicar para frente."
2878.0,4,"Tá então beleza, então."
2880.0,2,"Daí você já tem uma previsão. Se você não conseguir se dado na [UNRESOLVED_ENTITY] sabe daí você vai mostrar eu fiz uma curva uma reta, a gente tem uma reta aqui, né? E projetei mais 10 anos é isso daqui o tamanho do mercado de combustível. Provavelmente o mercado Talvez não tenha crescido tanto porque a eficiência melhorou muito né."
2902.0,4,"Exato então o outro gráfico que é esse daqui. É número de veículos em circulação no [LOCATION_A], né? Aí sim tem um crescimento, né?"
2914.0,2,"Isso. Então veja daí você já tem uma explicação, provavelmente ou certamente, você vai diria no Pit lá, né? Cresceu vamos dizer eu tenho lá o PIB cresceu tanto por cento ao ano em média combustível cresceu tanto por cento ao ano e veículos cresceu tanto por cento ao ano. Tá certo e isso é o que ele chama de elasticidade sabe em relação ao PIB então daí você agora eu vou projetar se eu for projetar via veículos, veja que é o Projeto veículo e digo bem assim não aí elasticidade aqui veículo para combustível no passado foi 09 o 075."
2962.0,2,"Você repete isso para frente 075. E aí você fez a previsão veja que você pode fazer pela previsão do PIB pela previsão de veículo. Se você tiver uma previsão de veiculo, senão você pode pegar o PIB correlaciona e cresce os veículos com [UNRESOLVED_ENTITY] correlacionado, né? E daí você faz do PIB veículos"
2981.0,4,"É pelos números aqui também, eu"
2986.0,2,combustível? Daí depois é que a gente vai buscar aquela curva essa que vai ser como quanto por cento desse mercado aí vai ser. de veículos elétricos leves e pesados Mais fácil assim faça 10 anos.
3008.0,4,"tentei fazer uma previsão aqui e exatamente essa essa divisão elétricos híbridos e combustível fóssil. Dos próximos 10 anos, aí eu usei chat [UNRESOLVED_ENTITY] mesmo dei últimos 10 anos. Pedi para ele traçar os próximos 10 anos, né? De acordo com a tendência. E assim é coisa de sei lá 202829, chega a 1% É mais ou menos isso. então 2034,2,3%, eu não lembro que o número exato mas é"
3048.0,2,"Que daí 10 anos é onde o mercado vai ser maior, né? Daí é lógico que a gente vai fazer no nosso plano pé no chão, né? Os próximos três ou quatro anos, né?"
3057.0,4,"Sim, sim."
3059.0,2,"Mas ele tá dentro desses 10 anos, porque se a gente mostrar um crescimento muito pequenininho alguém mais frio ou alguém que não tá entendendo que o mercado pode crescer muito não vai não vai aprovar a ideia, né? Por isso visão"
3072.0,4,Uma função polinomial e esticou ele
3072.0,2,"de 10 anos primeiro. Põe o mercado faz essa previsão a única coisa que veja no Pit não dá para você dizer bem assim. Eu usei o chefe GPT, né? Você tem que perguntar."
3092.0,4,foi isso.
3093.0,2,"É uma é uma maneira. Pode ser que nem eu falei hoje logística é outra a logística é para ela é todo mundo usa em marketing para produtos novos. Como o carro é um produto novo, né? Você tem uma uma justificativa porque você ajustou uma logística, ela é normalmente para produtos novos. Regional nós vamos fazer logística para o combustível total, né? Combustível Total vai ser uma reta uma coisinha."
3128.0,4,"É uma coisa bem estável, né?"
3129.0,2,"Bem estável, né? A logística só tem sentido no veículo elétrico, ele tá surgindo numa curva logística aqui que ela ela começa quase igual uma reta, mas ela acelera bastante, né? E depois ela vai estabilizar lá no 30 40 50% do mercado em 10 anos. Mas veja que você já fez tudo isso, né? Acho que agora é só questão de dar uma ajeitada e essa. E daí mostrar isso já o pessoal é da [LOCATION_E], né? Quando eles vierem aí já."
3165.0,4,Tá bom.
3166.0,2,Já teve esses números aí bem defensáveis.
3173.0,4,beleza
3175.0,2,"E daí, veja qualquer coisa você aciona aí a gente vai fazendo meio junto aí. Se tiver alguma dúvida na sequência. Aí você avisa e a gente tenta ajudar."
3186.0,4,valeu
3187.0,2,"[UNRESOLVED_ENTITY] fez tudo, né. Só questão de um ajuste."
3194.0,3,"declarar isso aí né, Zé?"
3198.0,4,é eu acho que eu vou dar uma refinada aqui e
3202.0,2,O que ele tem que fazer agora fazer
3203.0,4,Terminar né?
3205.0,2,"essas correlações com [UNRESOLVED_ENTITY] número de veículos número de combustível, como é que foi o crescimento disso nos últimos 10 anos para ele fazer a previsão para os próximos 10? Eu acho que talvez."
3217.0,3,Vamos colocar só então colocar curar os dados e comparar com outras métricas.
3223.0,4,Só para ter alguma coisa aí para eu
3225.0,2,O relacionar PIB crescimento e Frota
3226.0,4,olho.
3229.0,2,"tamanho da frota, né? Então fazer uma correlação. combustível crescimento da frota PIB do histórico e fazer a projeção para os próximos 10 anos Daí veja que se vocês definirem assim, ó, vai ser [LOCATION_B] ou [UNRESOLVED_ENTITY] o mercado. o som Usa o mesmo percentual que é hoje, né? O sudeste que é tanto por cento do [LOCATION_A] então quanto que vai ser daqui cinco anos tanto por cento do [LOCATION_A]."
3265.0,2,Ao mesmo usa o mesmo percentual aí eu acho que não precisa nem muita fonte para ir atrás.
3272.0,3,"Vou relacionar aqui com a 67 que a gente abriu hoje, tá?"
3275.0,4,beleza
3282.0,3,Então a 46 aqui na 67.
3303.0,3,Alguém tem alguma outra ideia se ninguém tiver vou roubar o share de volta tá Zé?
3317.0,2,o que a gente pode já começar a fazer uma ficha de aprendizado em
3323.0,3,"Eu tinha pensado também. Vou fazer a ficha de vocês. Acham melhor agora fazer a ficha de aprendizagem ou discutir como a gente traçar um plano de divulgação aí ser atrativo lá no brascan. Acho que a gente tem tempo para discutir as duas coisas, mas aí seria mais ou menos uns. 12 minutos para cada"
3347.0,2,escolhe uma Que vocês acham mais urgente aí para vocês.
3352.0,4,"eu acho eu acho que a ficha de [UNRESOLVED_ENTITY] ou é um pouco mais rápido, você não acha?"
3360.0,3,Ela é rapidinha mesmo de fazer a gente pode fazer ela e depois discutir essa que eu falei.
3364.0,4,sim
3365.0,2,Tá bom.
3365.0,3,Quer [UNRESOLVED_ENTITY]?
3371.0,2,Vou dar para escrever. Que número que é?
3376.0,3,A gente tá falando da 64.
3388.0,2,Em comparação ao fixo é uma boa questão.
3396.0,3,Mas aí eu concordo com o Zé falou acho que rapidinho a gente faz a ficha de aprendizagem.
3402.0,2,"Aproveitar que vocês fizeram fizeram agora tá recente, né?"
3407.0,3,"Tá fresco, né."
3408.0,2,"Tá fresco Estão juntos, né?"
3416.0,1,Eu tô vendo o aprendizado.
3417.0,2,Puxa o modelinho ali a gente vai preenchendo.
3435.0,1,Deixa eu ajustar aqui.
3456.0,1,"consegue ver bem o lado esquerdo aqui que é Eu coloquei aqui como nós acreditamos que a demanda por recarga de veículos elétricos, né? Remove a recarga de móvel para recarga de veículos elétricos com estacionamento se perde se eles iniciais por exemplo. Então acho que no aprendizado a gente pode concluir que realmente há certo"
3488.0,2,"O que você vai dizer nós acreditavamos nisso, né? Só vai mudar o"
3494.0,1,isso caso determinados que tinha
3495.0,2,e daí agora eu
3496.0,1,demanda e comprovamos que há
3503.0,2,"Eu acho o segundo passo, né? Que daí coloca."
3505.0,4,É a conclusão. Fica no segundo passo é isso?
3507.0,2,O que que vocês observaram?
3513.0,4,Que realmente.
3516.0,2,"Pode ser? E outras observações que talvez vocês tenham até outras descobertas, né?"
3526.0,1,Vamos lá tem observações aprendizados em sites e decisões de ações.
3533.0,2,então
3537.0,1,Então a hipótese realmente.
3540.0,2,"Não não é aí você só põe o passado mesmo, nós acreditavamos que existiam."
3545.0,4,Olha a gente viu que a maior demanda
3547.0,2,o pior e mudar o verbo Nós acreditamos
3558.0,1,beleza
3569.0,2,Que realmente existe?
3572.0,1,nós observamos que
3581.0,2,Ou nós observamos.
3584.0,1,Realmente existe demanda? Por recarga de veículos elétricos de forma. móvel Vou colocar.
3606.0,2,"Seja porque o cara não tem infraestrutura seja até porque é fácil para o cliente, né?"
3612.0,1,falta de infraestrutura do local ou por conta da
3624.0,2,[UNRESOLVED_ENTITY]
3637.0,1,"eu colocaria aqui também que Conseguiu pescar dos clientes que os 3,50 é algo?"
3680.0,1,É o pagável.
3691.0,4,"é para híbrido, né? Tanto que pelo menos nessa vez a gente só atende o híbrido."
3697.0,1,verdade
3697.0,4,E que tem essa necessidade do carregador. [UNRESOLVED_ENTITY] coisa que a gente. Não sabia muito bem assim se mostrou bem.
3706.0,1,Ao menos nesse teste. ouve maior demanda de veículos os dois veículos
3721.0,3,e acho que importante mencionar também o Mateus que a gente precisa tá preparado contra a configuração desse carregador lento para o Eu acho que a gente observou que o veículos da bioid precisam estar com a gente já tá com a chave para carregar.
3749.0,4,É verdade
3760.0,2,Os outros não precisam.
3761.0,3,A gente carregou dois som de [UNRESOLVED_ENTITY] e um h6 GT da gwm. O h6 o cara consegue destravar da onde ele estiver pelo aplicativo. E o som Plus a gente já tá com a chave?
3785.0,4,"é até o aquele outro cara lá que tava jogando tênis enquanto a gente carregava ele falou que tinha um aplicativo, mas eu não porque o outro senhor lá que tinha um sonho de tudo também, ele não tinha um aplicativo, mas mas"
3801.0,1,"Ele falou que ele era meio atrasado nessa coisa, né? Pode até ter mas"
3803.0,4,Então pelo jeito Tem mas a gente
3805.0,1,eu não não.
3808.0,4,não conseguiu colher essa informação aí sobre se o cara consegue desbloquear a distância não porque o outro cara era meio. azedo
3819.0,1,"É na internet, mas eu vou deixar aqui também. É no local lá foi o bem."
3850.0,4,"Eu acho que assim a gente viu que a operação até que é bem simples, né? Que [UNRESOLVED_ENTITY] bem eu diria Apesar dessa questão do carregador. AC que precisa ter a configuração lá e tal Mas até que foi bem, né."
3877.0,2,O que que é o carregador a seca eu não entendi.
3879.0,4,"É que o carregador que o cara levou lá o [UNRESOLVED_ENTITY] que aquele portátil pequenininho que você coloca direto na tomada até né no caso colocava numa tomada Industrial lá, mas é com a atenção um pouco mais baixa e aí Ele carrega assim direto não tem um inversor no meio. E o dele assim a ele você consegue configurar a amperagem dele, né? Então acho que era só 16 32 e não sei quanto lá. E aí de acordo com a voltagem lá da saída da bateria. Dava três lote ou sete."
3921.0,4,Só que o carro ele limitava as seis provas. Só que o carregador da C ou ele
3927.0,3,Já partiria aí que a gente tem que
3928.0,4,entregava três entregava sete e aí a gente teve que carregar no três que é metade da velocidade que
3935.0,2,sim
3935.0,4,"poderia ter o face é muito mais lento do que a gente gostaria, mas existem carregadores a c que regulam e eles conseguem tipo, não é? Assim por etapas assim, né? Ele consegue regular para chegar a seis."
3958.0,2,Quanta coisa?
3963.0,1,Bom acho que observamos acho que tá pode colocar algo mais. Agora aprendizados em sites.
3977.0,3,garantir a configuração adequada do [UNRESOLVED_ENTITY].
3981.0,1,Apesar que as decisões e ações
3988.0,4,só que o aprendizado é que
3991.0,1,Precisamos ter.
3992.0,4,Em vários tipo eu entendo que o
3993.0,3,qua
3994.0,4,aprendizado é existem vários tipos de carregador [UNRESOLVED_ENTITY]. E aí a ação é ter o carregador correto.
4007.0,1,configurações diferentes E que podem.
4040.0,1,Inviabilizar uma superação. A reação em si precisamos ter o carregador [UNRESOLVED_ENTITY]. ter o melhor
4061.0,4,regulagem Não sei como falar isso. Pode ser o melhor.
4072.0,1,Que nos permita ter. uma saída de de até 7.2 ou 6.6 que foi?
4088.0,2,"É que você pode pôr entre [UNRESOLVED_ENTITY] inflexibilidade na potência de carregamento, né?"
4094.0,4,Eles falaram bastante sobre essa
4101.0,1,sensibilidade a potência de s
4124.0,2,"do preço Vamos fazer por dimensão, né? Esse é o técnico o preço vocês. Podemos avançar com preço em torno de 3,50?"
4142.0,1,Que eu usei 50 é um algo.
4150.0,2,isso
4155.0,4,"questão da do conforto que tá em casa, né? A gente bom a gente acabou conversando com um dos proprietários lá é um cara que basicamente não sai de casa ele diz. Só para trabalhar, né? Então ele qualquer coisa que fosse em casa e que trouxesse esse conforto aí ele pagaria mesmo que fosse mais caro."
4175.0,2,Então vamos lá teve um aprendizado é um dos [UNRESOLVED_ENTITY] que adorou. a facilidade
4185.0,4,como
4187.0,3,"A gente até ouviu deles que tem estabelecimento já tá fazendo jogadinha. Ele falou que no [UNRESOLVED_ENTITY]. Você só tem vaga para carregar o carro no estacionamento VIP? Então em vez de você pagar 14 reais. Então, tipo estabelecimentos estão já estão começando a fazer muita jogada para cobrar mais caro falou que vários lugares e a recarga de 1,99 para 2 e 20 porque ela vai chora. Então isso tudo vai ajudando a tornar o nosso preço."
4227.0,3,mais [UNRESOLVED_ENTITY]
4230.0,2,"Dá mais confiança de que é um preço mais alto, né que dá para trabalhar com preço mais alto, né?"
4237.0,3,"Um dos proprietários também falou uma coisa que me pegou eu fiquei pensando a respeito de até usar isso como um dos mortos do nosso negócio, principalmente para residencial. O cara falou se eu não preciso sair para carregar meu carro. Eu tô menos exposto. Então para mim até mais segura, eu tô pagando por conforto e segurança. Carregando aqui no condomínio."
4261.0,2,"Então, põe lá conforto segurança."
4269.0,1,vamos que o serviço
4274.0,2,"Porque vejo tudo isso vocês tinham colocado na no Pit, né? No primeiro lá lembra nós trionic entrega, né? E agora vocês estão confirmando ainda? Não mostra pequena, né? Não dá para saber quanto por cento do mercado pagaria por isso mas tem mercado."
4299.0,1,"Eu também colocar aqui duas coisas que a gente observou. Foi um dos [UNRESOLVED_ENTITY] aqui, toda vez que vai carregar no shopping e ele não gasta só o estacionamento. Ele sempre gasta algo mais."
4312.0,3,No mínimo um café o pão de queijo ele falou né?
4315.0,1,[UNRESOLVED_ENTITY] não é né? E esse valor que a gente que o
4321.0,3,Uma coisa que a gente não sei se vai
4323.0,1,cliente vai deixar de pagar com a nossa operação é algo que não consegue mensurar porque um pode comprar um pão de queijo outro pode assistir um filme.
4331.0,2,"Ou tem que fazer outro estacionamento VIP, quer dizer tudo tudo. São cursos adicionais, né?"
4337.0,1,E outra coisa que eu tinha entendido.
4340.0,2,Quer dizer custos adicionais não são custos escondidos.
4344.0,4,É exatamente.
4346.0,2,"A expressão tem que descobrirmos os custos escondidos aí, né? Ocultos, né? Cultos é mais bonito. É ter que estacionar no estacionamento VIP acaba gastando no mínimo no café no pão de queijo. É que nem quando a gente vai no supermercado, né? Vou comprar um pãozinho no supermercado."
4411.0,1,"Tinha uma outra coisa aqui que eu tinha falado eu tinha lembrado, esqueci já de novo. Então algo aprender vai se aprendizados."
4447.0,2,"É eu diria assim que vocês têm que enfatizar esses. Que o pessoal tem ali da facilidade segurança, né? conveniência"
4468.0,3,"caber na ficha de aprendizagem que a gente tem que discutir. É que pelo menos a impressão de observar na rua. Eu tô me ouvindo no microfone de alguém velho a impressão que eu tenho de observar na rua que a gente tem muito mais que [UNRESOLVED_ENTITY] do que 100% elétrico. E se não tem como viabilizar e teria que ver com a tecnologia era por exemplo. De que a gente conseguisse ter um ponto rápido e dois lentos de repente? não disponíveis no equipamento porque Acho que a gente ganha muito tempo, se a gente conseguir carregar dois híbridos ao mesmo tempo tendo em vista que a carga é lenta do híbrido da maioria dos híbridos, né? Tirando h6 lá dos que a gente mais vê na rua tirando [UNRESOLVED_ENTITY] é tudo na lenta porque"
4525.0,2,"e daí, eles têm os dois tem que estacionar do lado do"
4528.0,3,"Não sim, tem que estar perto e o que acontece os outros veículos híbridos que aceitam a carga rápida, você tem pouquíssimo na rua, né? Que seja você já tá falando de [UNRESOLVED_ENTITY], né? Eu não sei se a [PARTNER_C] tem algum modelo ou não, mas se a gente partir do que mais tem na rua aí. Eu tenho um monte de sangue plus aí na rua que só carrega na lenta."
4554.0,3,e
4554.0,4,"Limitada 6 kg, né? Não é nem aquela lenta mais rápida."
4557.0,3,seis Então a gente de repente discutir com a tecnologia. E com algum outro Player que a gente vem desenvolver de porque o [UNRESOLVED_ENTITY] não já era tinha falado para a gente já até quatro pontos. Não era.
4576.0,4,"É se fosse um capacidade maior lá,"
4576.0,3,eu acho que
4580.0,4,né de 500 kW.
4582.0,3,É mas de 120 mesmo. Será que a gente não conseguiria ter dois pontos de lenta? Porque cara.
4586.0,4,Acho que se fosse lenta sim.
4591.0,3,"A minha preocupação é até pela taxa de ocupação separa dois. Você tá no estacionamento e tem dois song Plus lá no mesmo tempo, entendeu?"
4600.0,4,"É surgiu até uma ideia lá? do cara falando pô, porque que eles não trazem o carro aí com [UNRESOLVED_ENTITY] e larga aí a madrugada toda carregando os híbridos, né? Porque realmente vai demorar a coisa de 4 horas, se fosse lá os três quilowatts e tal então vai demorar mesmo ou porque que vocês não fazem isso ao invés vezes vocês ficarem indo e voltando e tal também é uma possibilidade, né? Tipo a gente viu que Por esses híbridos carga lenta, tem que pensar um pouquinho melhor aí no sistema de carregamento, porque eles vão demorar muito mesmo."
4638.0,4,"E por uma limitação não Nossa mas do próprio carro, né?"
4651.0,1,"Bom, então. Coloquei aqui por ter mais veículos [UNRESOLVED_ENTITY] do que deve, né? Poderíamos ter duas saídas e para regar recarregar os veículos [UNRESOLVED_ENTITY]. algo mais"
4708.0,4,"Mas não sei se é válido. Mas se tiver a questão lá de do tamanho do cabo, né? Que talvez a gente precisa de um da vaga. Exatamente do lado e de um cabeamento. Talvez um pouco mais comprido, né?"
4723.0,3,É óbvio que a gente ainda não testou também pegar o carro e ficar indo com o carro até as vagas. Mas me pareceu bem funcional. estacionar a bateria no local e os carros irem até lá
4740.0,4,"Sim, mas também tem alguns problemas, né de tipo, tem que ficar manobrando o carro dos caras, né? Tipo tem essa. Responsabilidade e tinha que ficar tipo encaixando de uma maneira que o cabo alcançasse."
4752.0,3,"Eu vou eu vou falar por exemplo pegando como base o condomínio onde eu moro e que cara ele é bem padrão que a gente encontra por aí, não é nem o pátio não é nem apertado. Na verdade até bem confortável. E mas também não é uma avenida, né? o cara se a gente for até o O carro do cliente acho que vai gerar muito mais necessidade de manobra. E aí eu não sei nem o quanto pode ser perigoso você manobrar."
4782.0,3,"Com o carregador plugado, né? Talvez gerar-se interrupções."
4793.0,4,"É por exemplo esse lance do de carregar, sei lá três ao mesmo tempo. Tipo dois na lenta e um na rápida. A logística já começa a ficar complicada, né? Porque precisa de um cabo bem mais comprido que nem lá a gente colocou um do lado esquerdo da bateria tava maravilhoso, porque ficava para o mesmo lado lá o conector, né? Mas quando a gente colocou lá para o outro lado aí já tinha que ficar ajustando bem porque daí eu dava que no limite do cabo ali, né então né? Fiquei imaginando coloca um em cada lado. Beleza dá mas onde que você vai colocar o terceiro."
4830.0,4,"De forma que encarte bem porque também é sempre de um lado, às vezes é do lado mais longe em relação a bateria então tem essa. Talvez não acaba mais longo simplesmente já resolveria. Porque dava mais flexibilidade."
4873.0,4,"Teve uma questão também que a gente viu lá, a gente ficou conversando. Acabou. Não decidindo nada, né? Que é mesmo lá durante a operação. A gente tinha um carregador rápido e um lento que daria para usar o mesmo tempo, só que o rápido ficaria mais devagar diminuiria a potência que roubar a potência dele. E aí então a gente fez cada vez"
4896.0,3,É ele disse costumava carregar tudo.
4898.0,4,"mais poderia ter feito coisas, só que diminuindo rápido, talvez já planejado. E aí que que vale a pena de fazer o rápido? Depois eu lento ou a gente realmente dá toda a potência da bateria no rápido para depois ir para os clientes."
4924.0,2,"É isso vai ser um aprendizado, né? Ainda não dá pra descobrir."
4928.0,4,"É o mundo o mundo ideal era potência máxima em tudo não a gente não conseguia, né?"
4938.0,2,"É porque você vai ter uma limitação técnica ali das conexões dos cabos quanto da bateria né? A bateria não é infinita, né? Sempre tem aquela né, se você conseguir entregar uma potência máxima e carregar 50% da bateria rápido. Você pode ir para outra né? Aí se vocês não perceberam nada se a pessoa. Como é que ela convive uma carregamento parcial ou total?"
4988.0,4,"Então o caras em geral Pelo que eu entendi eles carregavam no trabalho, principalmente do sangue Plus lá e era carga completa, porque deixava o dia todo lá acabava por carregar. O do aval lá ele pelo que eu me lembro. Acho que o [UNRESOLVED_ENTITY] até conversou mais com ele, ele carregava em shopping e tudo mais mas eu acho que ele carregava tudo não carregava."
5016.0,3,Ele falou que ele treina. No [UNRESOLVED_ENTITY] aqui perto
5020.0,4,e lá
5022.0,3,"e lá no shopping tem o carregador, só que ele falou que ele sempre dá uma olhada está disponível. Porque mesmo que ele tiver com bastante carga ele deixa lá completando. Porque o carro várias vezes ele chega para treinar e não tem bico disponível lá para carregar o carro. Ele falou cara se tá disponível e tá faltando cinco sete quilos para completar ele. Ele põe para aproveitar a ocasião, só que ele falou que todas as vezes que ele precisa."
5056.0,3,Carregar e não é dia que ele vai treinar tal ele precisa carregar porque vai sair para longe com o carro no outro dia tal ele tenta se programar para que precise fazer alguma coisa no shopping porque ele falou que se ele vai só para carregar. Ele foi o cara que ele falou sempre gasta.
5074.0,2,"É daí o carregamento rápido parcial pode interessar, mas vocês não sentiram isso, né?"
5080.0,3,"Não ele falou que na verdade interessa, né? O Paulo foi o dono desse h6 ele falou cara interessa, porque várias vezes ele tem a necessidade de carregar e não vai treinar no dia ou foi treinar mas não tinha."
5096.0,2,Porque isso talvez vem a ser uma
5096.0,3,ponto disponível
5098.0,2,"especificação do produto de vocês, né? Ao nosso carregamento é 30 minutos. É 15 minutos daí. Vocês conseguem dar um giro bom, né?"
5109.0,3,É isso aí funciona para os carros que aceitam carregamento rápido para A gente teria que ter uma outra política para os pireves que só aceitam a lenta porque 30 minutos não vai dar nada para esses cara pelo menos uma horinha. Pelo menos uma horinha.
5126.0,4,"Aí dá para ver que ao cenário atual ele é o cara que tem esses carros, ele é totalmente preventivo, né? Cara toda oportunidade que eu tenho eu tô carregando e pondo até a tampa porque eu não sei a próxima vez que eu vou conseguir é meio isso, né?"
5142.0,3,"E como eles são assim, eu acho que isso pesa o nosso favor, né? Apesar nosso favor, o pessoal eu vou ser o chato agora, né? Porque a gente tem outra daqui três minutos não deu tempo da gente falar da outra ixi, eu não vejo problema, mas só duas coisas antes da gente dar notinha para reunião uma coisa, né. É em tese [PERSON_A], a gente tá de férias, mas a gente está disponível em fazer reunião e a gente enxerga. Pelo menos eu enxergo que é muito necessário que a gente faça tendo em vista e um monte de coisa que a gente tem para fazer em Janeiro."
5177.0,3,"É mesmo no papel estando de férias, eu atendo a reunião dia 6 vocês atendem Mateus é problema atender."
5187.0,4,Atende opa.
5190.0,2,É a próxima reunião. Nossa é
5190.0,1,Eu acho que eu vou tá viajando mas
5193.0,2,06/01. Acho que não dá para essa
5194.0,3,É Não então no papel os três
5194.0,2,não.
5198.0,3,"estarão de férias, só que assim eu e o Zé a gente consegue atender."
5202.0,4,Eu vou estar em [LOCATION_B] já.
5204.0,3,"É para mim tá tranquilo mesmo que eu não estiver em [LOCATION_B], eu vou estar nos meus pais na casa de um tio com internet o computador com tudo. Então problema nenhum para atender e eu também acho que não dá para pular."
5216.0,2,"Se por acaso ficar vazio. A reunião ficou menos de 90 minutos. Mas é difícil, né? Sempre tem oportunidade aí."
5223.0,3,Não e acho que a gente tem eu acho que dia 6 a gente pode por exemplo discutir bastante esse plano de divulgação. Para o brascan. A gente pode aproveitar bastante para
5233.0,2,Dia 6. Nós já vamos ter o tan [UNRESOLVED_ENTITY]
5236.0,3,discutir deixar bem [UNRESOLVED_ENTITY] porque a gente vai.
5240.0,2,"aí bem bonitinho, provavelmente dá para a gente discutir, ele não assunto tem. Se você estiver disponível eu estou disponível."
5252.0,3,então
5253.0,2,Dessa ficha do aprendizado depois
5254.0,3,Mantido alguém quer puxar primeiro aí para dar nota para reunião.
5260.0,1,Dá um oi aí por causa do horário atrasos do Zé. e é
5265.0,4,eu vou dar nove porque Também descontando nota por causa dessas questões de horário e faltou falar um ponto e eu dei um bom atraso aí de 10 15 minutos. Mas foi muito boa.
5282.0,3,"eu vou dar um eu vou dar um nove também, porque eu acho que só pelo atraso porque A gente acho que mesmo tendo faltado esse ponto do [UNRESOLVED_ENTITY] a gente pode discutir dia seis, ainda tá em tempo. E eu acho que a ficha de aprendizagem e a discussão do tan Sansão foram muito ricas."
5305.0,2,"[UNRESOLVED_ENTITY] tem que ver se não tem umas tudo ali já para vocês considerarem, né? Mas você faz depois ali com mais calma."
5311.0,3,beleza
5312.0,2,Tá bom pessoal no mais feliz Natal
5313.0,3,[UNRESOLVED_ENTITY] bom [UNRESOLVED_ENTITY] e transmite o
5317.0,2,"aí para vocês, né? Boas entradas de Ano Novo e nos vemos aí no dia 6 então."
5325.0,4,[UNRESOLVED_ENTITY]
5329.0,3,nosso abraço para o seu filho também. Que venhamos com bastante trabalho
5332.0,2,obrigado
5333.0,3,aí no ano que vem.
5335.0,2,excelente [UNRESOLVED_ENTITY]
5340.0,1,"Valeu, até mais."
5340.0,3,"Um abraço, tchau."
